ts_ms,executable,reason,gross,cost,net,traded,pnl
1700000000000,True,ok,80.20006597715792,18.59917737643264,61.600888600725284,True,61.600888600725284
1700000000500,True,ok,21.12693754116026,18.344677721648498,2.7822598195117614,True,2.7822598195117614
1700000001000,True,ok,94.80600385124126,18.663045405936007,76.14295844530525,True,76.14295844530525
1700000001500,True,ok,63.227088838209056,18.519205328220682,44.70788350998838,True,44.70788350998838
1700000002000,True,ok,64.13127654837945,18.519568925643203,45.61170762273625,True,45.61170762273625
1700000002500,True,ok,19.17118850461611,18.317290965090603,0.8538975395255086,True,0.8538975395255086
1700000003000,True,ok,53.30520570625231,18.465989632172054,34.839216074080255,True,34.839216074080255
1700000003500,True,ok,47.542258872600996,18.45087026758462,29.091388605016377,True,29.091388605016377
1700000004000,True,ok,73.38657961381068,18.559718492371747,54.82686112143894,True,54.82686112143894
1700000004500,True,ok,20.318352517101175,18.324146898298125,1.9942056188030506,True,1.9942056188030506
1700000005000,True,ok,76.70838467246722,18.572999499596815,58.1353851728704,True,58.1353851728704
1700000005500,True,ok,79.51597215644006,18.587700726485224,60.92827142995483,True,60.92827142995483
1700000006000,True,ok,32.816973421514376,18.385554635018313,14.431418786496064,True,14.431418786496064
1700000006500,True,ok,51.367431583629696,18.459338098251354,32.908093485378345,True,32.908093485378345
1700000007000,True,ok,42.483289999232056,18.42063430096873,24.062655698263328,True,24.062655698263328
1700000007500,True,ok,108.79407682168039,18.714371045879282,90.0797057758011,True,90.0797057758011
1700000008000,True,ok,-19.96662905125504,18.14412361786538,-38.110752669120416,False,0.0
1700000008500,True,ok,61.84783201557684,18.49640856968867,43.35142344588817,True,43.35142344588817
1700000009000,True,ok,12.572684250067141,18.26829891289384,-5.695614662826699,False,0.0
1700000009500,True,ok,58.52729477384764,18.458678836469666,40.06861593737798,True,40.06861593737798
1700000010000,True,ok,106.2600195228215,18.652919162741547,87.60710036007995,True,87.60710036007995
1700000010500,True,ok,51.061291787146274,18.411545216259867,32.64974657088641,True,32.64974657088641
1700000011000,True,ok,79.70743602863331,18.526706737860916,61.18072929077239,True,61.18072929077239
1700000011500,True,ok,43.001820499861424,18.36869874292424,24.633121756937182,True,24.633121756937182
1700000012000,True,ok,146.96393722113862,18.822474953298208,128.1414622678404,True,128.1414622678404
1700000012500,True,ok,108.64633772606157,18.65453953014305,89.99179819591852,True,89.99179819591852
1700000013000,True,ok,116.57903503141551,18.670378722011097,97.90865630940442,True,97.90865630940442
1700000013500,True,ok,24.92831696911753,18.26770794907901,6.660609020038521,True,6.660609020038521
1700000014000,True,ok,33.38145492188187,18.304186839167723,15.077268082714145,True,15.077268082714145
1700000014500,True,ok,114.76423462132743,18.65914259857878,96.10509202274865,True,96.10509202274865
1700000015000,True,ok,67.15638508675693,18.44094331587951,48.71544177087742,True,48.71544177087742
1700000015500,True,ok,64.7994202068976,18.4273018797576,46.372118327139994,True,46.372118327139994
1700000016000,True,ok,86.79141839553267,18.515829405307986,68.27558899022469,True,68.27558899022469
1700000016500,True,ok,27.53427087445698,18.25215136067322,9.282119513783758,True,9.282119513783758
1700000017000,True,ok,103.09648215757943,18.58862375416452,84.50785840341491,True,84.50785840341491
1700000017500,True,ok,75.00361144554881,18.460396916047603,56.54321452950121,True,56.54321452950121
1700000018000,True,ok,92.24423285978173,18.534756117026486,73.70947674275524,True,73.70947674275524
1700000018500,True,ok,49.3558881704912,18.35490335314337,31.000984817347828,True,31.000984817347828
1700000019000,True,ok,93.45349485043516,18.542548850507544,74.91094599992762,True,74.91094599992762
1700000019500,True,ok,48.05701483468829,18.34413152717016,29.71288330751813,True,29.71288330751813
1700000020000,True,ok,109.8758900618318,18.614086248303344,91.26180381352845,True,91.26180381352845
1700000020500,True,ok,116.4778793560863,18.643038464529468,97.83484089155684,True,97.83484089155684
1700000021000,True,ok,108.31226296742443,18.598471915922893,89.71379105150154,True,89.71379105150154
1700000021500,True,ok,93.44850282678453,18.534802916393225,74.9136999103913,True,74.9136999103913
1700000022000,True,ok,97.97056505998171,18.564251259305493,79.40631380067622,True,79.40631380067622
1700000022500,True,ok,-26.466570267115003,18.011574032511355,-44.47814429962636,False,0.0
1700000023000,True,ok,105.46086993788867,18.591861001619257,86.86900893626941,True,86.86900893626941
1700000023500,True,ok,64.1835364220824,18.413200673302576,45.77033574877982,True,45.77033574877982
1700000024000,True,ok,77.88687928640047,18.467995807422195,59.41888347897827,True,59.41888347897827
1700000024500,True,ok,63.944031663343594,18.421436698805746,45.522594964537845,True,45.522594964537845
1700000025000,True,ok,22.55803485528122,18.247297336723094,4.310737518558128,True,4.310737518558128
1700000025500,True,ok,54.31969081574971,18.376745700549368,35.942945115200345,True,35.942945115200345
1700000026000,True,ok,99.00944806101916,18.57159382206411,80.43785423895505,True,80.43785423895505
1700000026500,True,ok,127.05219215909847,18.699260728363008,108.35293143073545,True,108.35293143073545
1700000027000,True,ok,51.12037324469702,18.366505264611444,32.75386798008557,True,32.75386798008557
1700000027500,True,ok,40.71889315792987,18.325937999025985,22.392955158903884,True,22.392955158903884
1700000028000,True,ok,128.53252625718414,18.707323114877738,109.8252031423064,True,109.8252031423064
1700000028500,True,ok,41.41097629483329,18.33379250305081,23.07718379178248,True,23.07718379178248
1700000029000,True,ok,151.92007726247402,18.824555803463028,133.095521459011,True,133.095521459011
1700000029500,True,ok,76.3501796726423,18.49075178577927,57.85942788686303,True,57.85942788686303
1700000030000,True,ok,41.48351670739112,18.340833105933086,23.14268360145803,True,23.14268360145803
1700000030500,True,ok,111.15303625339402,18.640547681622554,92.51248857177147,True,92.51248857177147
1700000031000,True,ok,137.624440283907,18.756420989844727,118.86801929406228,True,118.86801929406228
1700000031500,True,ok,20.918585565879766,18.24035693118674,2.6782286346930277,True,2.6782286346930277
1700000032000,True,ok,132.5565820826705,18.721520120805454,113.83506196186505,True,113.83506196186505
1700000032500,True,ok,63.95485278652177,18.421590865021166,45.5332619215006,True,45.5332619215006
1700000033000,True,ok,129.8735854896704,18.71509935992176,111.15848612974864,True,111.15848612974864
1700000033500,True,ok,60.247375824363644,18.420693541036908,41.82668228332673,True,41.82668228332673
1700000034000,True,ok,15.663774321214078,18.216836778377605,-2.553062457163527,False,0.0
1700000034500,True,ok,93.131540867897,18.548196690645085,74.58334417725192,True,74.58334417725192
1700000035000,True,ok,108.95093473489987,18.62165604756317,90.32927868733671,True,90.32927868733671
1700000035500,True,ok,152.37991784063615,18.796559981013917,133.58335785962223,True,133.58335785962223
1700000036000,True,ok,138.55485571428517,18.732395049467247,119.82246066481792,True,119.82246066481792
1700000036500,True,ok,100.25855703788011,18.56547787912641,81.6930791587537,True,81.6930791587537
1700000037000,True,ok,65.54175141389896,18.423373819481547,47.11837759441742,True,47.11837759441742
1700000037500,True,ok,55.006917829973645,18.382566360997604,36.624351468976045,True,36.624351468976045
1700000038000,True,ok,63.37664917138136,18.416740872313632,44.95990829906773,True,44.95990829906773
1700000038500,True,ok,43.402972162698006,18.327196222694468,25.07577594000354,True,25.07577594000354
1700000039000,True,ok,64.07743696023681,18.41537179521606,45.66206516502075,True,45.66206516502075
1700000039500,True,ok,-20.473475893210434,18.058525837514086,-38.53200173072452,False,0.0
1700000040000,True,ok,81.08432022334364,18.49700811725752,62.58731210608612,True,62.58731210608612
1700000040500,True,ok,73.32658227496358,18.46105654227412,54.86552573268946,True,54.86552573268946
1700000041000,True,ok,170.03129795949872,18.88448708781438,151.14681087168432,True,151.14681087168432
1700000041500,True,ok,102.68523205593783,18.59066307940381,84.09456897653402,True,84.09456897653402
1700000042000,True,ok,56.42300409757581,18.388131342991077,38.03487275458474,True,38.03487275458474
1700000042500,True,ok,95.37817069583616,18.54927484680994,76.82889584902622,True,76.82889584902622
1700000043000,True,ok,28.655079791987646,18.25906241181182,10.396017380175827,True,10.396017380175827
1700000043500,True,ok,51.85408559129155,18.356823274116515,33.497262317175036,True,33.497262317175036
1700000044000,True,ok,4.752755259394235,18.160198485324475,-13.40744322593024,False,0.0
1700000044500,True,ok,127.95344415713816,18.70058783754609,109.25285631959207,True,109.25285631959207
1700000045000,True,ok,96.52155084228616,18.563738749637142,77.95781209264902,True,77.95781209264902
1700000045500,True,ok,30.60567660936931,18.281836697238642,12.32383991213067,True,12.32383991213067
1700000046000,True,ok,72.08839762010348,18.460358350175813,53.62803926992767,True,53.62803926992767
1700000046500,True,ok,109.88724461378843,18.632018739701767,91.25522587408666,True,91.25522587408666
1700000047000,True,ok,92.84134636641284,18.55820912868702,74.28313723772581,True,74.28313723772581
1700000047500,True,ok,88.70789102017488,18.544369374104576,70.16352164607031,True,70.16352164607031
1700000048000,True,ok,42.44937400446452,18.333927444937164,24.115446559527353,True,24.115446559527353
1700000048500,True,ok,50.59821693911044,18.371775704066096,32.22644123504435,True,32.22644123504435
1700000049000,True,ok,77.92552964449214,18.478123877082997,59.44740576740915,True,59.44740576740915
1700000049500,True,ok,108.62971518847053,18.59681135991672,90.0329038285538,True,90.0329038285538
1700000050000,True,ok,43.44967443818405,18.311107550111767,25.13856688807228,True,25.13856688807228
1700000050500,True,ok,32.563354943074955,18.2571990307874,14.306155912287554,True,14.306155912287554
1700000051000,True,ok,116.82427526020183,18.624802773731908,98.19947248646992,True,98.19947248646992
1700000051500,True,ok,39.67852612623847,18.305696394428182,21.372829731810285,True,21.372829731810285
1700000052000,True,ok,114.4568938952043,18.6252103705745,95.8316835246298,True,95.8316835246298
1700000052500,True,ok,83.38793473853684,18.48490126890892,64.90303346962793,True,64.90303346962793
1700000053000,True,ok,107.13296360767845,18.590049407623148,88.5429142000553,True,88.5429142000553
1700000053500,True,ok,139.27076890666558,18.733235164728498,120.53753374193708,True,120.53753374193708
1700000054000,True,ok,100.00278123185035,18.56133130721664,81.4414499246337,True,81.4414499246337
1700000054500,True,ok,103.14690788562166,18.573624106161063,84.5732837794606,True,84.5732837794606
1700000055000,True,ok,40.14989372990567,18.304551286619166,21.845342443286505,True,21.845342443286505
1700000055500,True,ok,48.44588395393794,18.344585753814858,30.10129820012308,True,30.10129820012308
1700000056000,True,ok,98.36196584942536,18.553743660682468,79.80822218874289,True,79.80822218874289
1700000056500,True,ok,131.50131588860677,18.697813980930825,112.80350190767595,True,112.80350190767595
1700000057000,True,ok,126.17437313560231,18.67458727735064,107.49978585825167,True,107.49978585825167
1700000057500,True,ok,160.4722671727136,18.81630903923063,141.65595813348295,True,141.65595813348295
1700000058000,True,ok,85.9289017774272,18.493861932500838,67.43503984492637,True,67.43503984492637
1700000058500,True,ok,81.85232351154036,18.46936057288564,63.38296293865472,True,63.38296293865472
1700000059000,True,ok,111.8050039216223,18.60708470303281,93.19791921858949,True,93.19791921858949
1700000059500,True,ok,74.9386609944977,18.44830138094115,56.49035961355655,True,56.49035961355655
1700000060000,True,ok,71.93493181527765,18.436130454215398,53.49880136106225,True,53.49880136106225
1700000060500,True,ok,35.30151674117087,18.272229417494476,17.029287323676396,True,17.029287323676396
1700000061000,True,ok,111.15242974480861,18.60130964038187,92.55112010442674,True,92.55112010442674
1700000061500,True,ok,34.3760848218094,18.252444147684184,16.123640674125216,True,16.123640674125216
1700000062000,True,ok,93.22580299706078,18.50070014633019,74.7251028507306,True,74.7251028507306
1700000062500,True,ok,21.36938987338499,18.190842087055778,3.1785477863292115,True,3.1785477863292115
1700000063000,True,ok,114.89248133435922,18.581804418899466,96.31067691545975,True,96.31067691545975
1700000063500,True,ok,35.99236877996918,18.244723850888008,17.747644929081176,True,17.747644929081176
1700000064000,True,ok,105.42455927228002,18.533752004347495,86.89080726793253,True,86.89080726793253
1700000064500,True,ok,15.082733680417277,18.146745936758734,-3.0640122563414565,False,0.0
1700000065000,True,ok,57.731699116677646,18.326428767950134,39.40527034872751,True,39.40527034872751
1700000065500,True,ok,117.88673939626096,18.59342753524123,99.29331186101973,True,99.29331186101973
1700000066000,True,ok,44.237128721759746,18.274107425378435,25.96302129638131,True,25.96302129638131
1700000066500,True,ok,76.61827664450448,18.403614828817283,58.214661815687194,True,58.214661815687194
1700000067000,True,ok,56.33807631245372,18.32469310050029,38.01338321195343,True,38.01338321195343
1700000067500,True,ok,-11.6817997866915,18.039297756272727,-29.721097542964227,False,0.0
1700000068000,True,ok,85.65411618611779,18.46175936226633,67.19235682385145,True,67.19235682385145
1700000068500,True,ok,90.20335485894202,18.479735825280137,71.72361903366189,True,71.72361903366189
1700000069000,True,ok,33.002026323099926,18.22983235408638,14.772193969013546,True,14.772193969013546
1700000069500,True,ok,95.40721842142966,18.49428656832746,76.91293185310221,True,76.91293185310221
1700000070000,True,ok,44.56607926957031,18.281062082733946,26.285017186836363,True,26.285017186836363
1700000070500,True,ok,36.89019139852144,18.243703539305713,18.646487859215725,True,18.646487859215725
1700000071000,True,ok,74.41490210321581,18.406352771989596,56.00854933122621,True,56.00854933122621
1700000071500,True,ok,48.87472937368375,18.28936561816219,30.58536375552156,True,30.58536375552156
1700000072000,True,ok,159.1992580600977,18.764953514825137,140.43430454527254,True,140.43430454527254
1700000072500,True,ok,16.36061017884822,18.13413717216584,-1.7735269933176205,False,0.0
1700000073000,True,ok,101.55807133002645,18.51381367383331,83.04425765619314,True,83.04425765619314
1700000073500,True,ok,110.89157706862898,18.553297220157894,92.33827984847107,True,92.33827984847107
1700000074000,True,ok,0.6162654704407942,18.08079242930701,-17.464526958866216,False,0.0
1700000074500,True,ok,9.8439867477191,18.120781639225196,-8.276794891506096,False,0.0
1700000075000,True,ok,95.00605261205556,18.48625966258654,76.51979294946901,True,76.51979294946901
1700000075500,True,ok,56.2645608163466,18.315296871425904,37.9492639449207,True,37.9492639449207
1700000076000,True,ok,88.34075324521746,18.451070296664515,69.88968294855295,True,69.88968294855295
1700000076500,True,ok,116.3435427265049,18.57298172710191,97.77056099940299,True,97.77056099940299
1700000077000,True,ok,60.18638036736593,18.32625046901391,41.860129898352014,True,41.860129898352014
1700000077500,True,ok,34.63115623201975,18.212256213084636,16.418900018935112,True,16.418900018935112
1700000078000,True,ok,-27.236547166987293,17.933217380848124,-45.16976454783541,False,0.0
1700000078500,True,ok,81.5692100571232,18.400923027524925,63.168287029598275,True,63.168287029598275
1700000079000,True,ok,39.6052300414367,18.23024822176497,21.374981819671728,True,21.374981819671728
1700000079500,True,ok,85.65536033930539,18.425646170177654,67.22971416912773,True,67.22971416912773
1700000080000,True,ok,82.5625262378212,18.404869057781223,64.15765718003998,True,64.15765718003998
1700000080500,True,ok,22.685325390221806,18.14649203372699,4.538833356494816,True,4.538833356494816
1700000081000,True,ok,138.04434499078297,18.658427609606655,119.38591738117631,True,119.38591738117631
1700000081500,True,ok,114.1604998519565,18.543889169865622,95.61661068209088,True,95.61661068209088
1700000082000,True,ok,105.39721110036498,18.504548260060467,86.89266284030452,True,86.89266284030452
1700000082500,True,ok,30.069415625860074,18.172252808481442,11.897162817378632,True,11.897162817378632
1700000083000,True,ok,58.818344691340826,18.28414916547849,40.53419552586234,True,40.53419552586234
1700000083500,True,ok,53.706732611799,18.267349118775616,35.439383493023385,True,35.439383493023385
1700000084000,True,ok,58.552959419788294,18.288536484658355,40.26442293512994,True,40.26442293512994
1700000084500,True,ok,32.2532423536054,18.17466200701338,14.07858034659202,True,14.07858034659202
1700000085000,True,ok,90.03456163076635,18.420296132903935,71.61426549786242,True,71.61426549786242
1700000085500,True,ok,82.34504468539672,18.39039760106855,63.954647084328165,True,63.954647084328165
1700000086000,True,ok,87.43641131456752,18.40859898425953,69.027812330308,True,69.027812330308
1700000086500,True,ok,55.258921082663164,18.267153932447393,36.99176715021577,True,36.99176715021577
1700000087000,True,ok,121.65359932894808,18.548148939820493,103.10545038912758,True,103.10545038912758
1700000087500,True,ok,80.79904901124837,18.361686807843817,62.437362203404554,True,62.437362203404554
1700000088000,True,ok,-27.457597263392472,17.900339432356795,-45.35793669574927,False,0.0
1700000088500,True,ok,50.31707262752934,18.23467161328873,32.08240101424062,True,32.08240101424062
1700000089000,True,ok,71.74978171026942,18.330371869279464,53.41940984098996,True,53.41940984098996
1700000089500,True,ok,109.577319211749,18.494863894425457,91.08245531732354,True,91.08245531732354
1700000090000,True,ok,62.67406275429539,18.287765535873096,44.3862972184223,True,44.3862972184223
1700000090500,True,ok,64.62385606957514,18.291850779856006,46.332005289719135,True,46.332005289719135
1700000091000,True,ok,49.2206513570427,18.23032319125529,30.990328165787407,True,30.990328165787407
1700000091500,True,ok,98.52713987787047,18.441920149281817,80.08521972858865,True,80.08521972858865
1700000092000,True,ok,57.13677116027975,18.261910280883104,38.87486087939665,True,38.87486087939665
1700000092500,True,ok,51.51672641830737,18.23691247299687,33.2798139453105,True,33.2798139453105
1700000093000,True,ok,46.39986047674711,18.22319677639833,28.17666370034878,True,28.17666370034878
1700000093500,True,ok,94.4950234284479,18.437226370068288,76.0577970583796,True,76.0577970583796
1700000094000,True,ok,54.20022651331874,18.26449772134593,35.93572879197281,True,35.93572879197281
